id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33087274,"Cozy house, quiet location, nearby all you need!",10483759,Jonathan,,De Baarsjes - Oud-West,52.3717,4.86495,Private room,80.0,2,62,2024-08-21,2.63,1,99,36,0363 6BB3 3478 AE38 1857
33865629,Room Charlotte (not for parties),176320082,Lucio,,Centrum-Oost,52.36292,4.88628,Private room,71.0,1,419,2024-08-31,6.7,6,350,83,0363 17C4 FB83 710F 42DD
33981751,Lovely quiet room in Amsterdam close to Center!,3411711,Lisa,,Noord-West,52.41124,4.901,Private room,86.0,2,225,2024-09-04,3.44,1,8,49,0363 FDBD A724 CEF7 D9EE
34008858,Private room / Renovated,190794929,Mitch,,Oostelijk Havengebied - Indische Buurt,52.35962,4.9361,Private room,65.0,1,219,2024-08-15,3.34,2,44,63,0363 3DCE 6A23 86D1 98A0
34174819,Private Room / Modern Apartment,190794929,Mitch,,Oud-Oost,52.35796390406306,4.936085543593936,Private room,81.0,1,154,2024-08-15,2.36,2,44,54,0363 3DCE 6A23 86D1 98A0
35157940,Room  suburb Amsterdam with balcony(18 min center),163592969,Arley,,Noord-West,52.411499,4.916014,Private room,61.0,3,124,2024-09-04,1.94,2,93,39,0363 A38C CA88 ABB7 3123
36115043,Amsterdam Fairytales,108745863,Ahmed,,Geuzenveld - Slotermeer,52.37918,4.79243,Private room,80.0,1,40,2024-09-01,0.65,1,76,18,0363 A2B2 EB09 F1A7 3D09
36732140,Private room - Amsterdam Oost,62643050,Daniel,,Oud-Oost,52.35548001337671,4.92495348546558,Private room,84.0,3,119,2024-08-22,1.91,3,19,34,0363 DED9 EA2A 7574 D14A
36928848,Spacious Room w Organic Bed (COCO-MAT) & Den,9048125,Genevieve,,Buitenveldert - Zuidas,52.32322,4.87971,Private room,86.0,3,93,2024-08-07,1.52,2,38,35,0363 59C0 1368 8439 4371
37014677,Room in a very peaceful part of Amsterdam.,163592969,Arley,,Noord-West,52.411499,4.916014,Private room,70.0,3,193,2024-08-12,3.11,2,79,52,0363 A38C CA88 ABB7 3123
38337368,groot slaapkamer met een luxe badcel,202713005,Joelma,,Noord-Oost,52.3879,4.95488,Private room,100.0,3,23,2024-07-29,0.38,1,81,4,0363 71BB B120 7A6F 0B4B
38536192,A clean an relaxing private room.,5240485,Alessandra,,Geuzenveld - Slotermeer,52.38012,4.81924,Private room,95.0,2,19,2024-03-31,0.32,1,216,3,0363 0A16 A8D9 78A0 E400
38694596,Private Comfort & luxury bedroom near Metro/Train,154433811,Jianrong,,Slotervaart,52.36708,4.83835,Private room,67.0,1,131,2024-09-03,2.17,4,50,77,0363 CE33 EA3C B22E 9328
38698905,Private&Cozy bedroom near Central and Metro/train,154433811,Jianrong,,Slotervaart,52.36504,4.84024,Private room,60.0,1,136,2024-09-04,2.25,4,49,82,0363 CE33 EA3C B22E 9328
38874720,Knusse studio in bijzonder pand.,44051824,Brigitte,,IJburg - Zeeburgereiland,52.36156,4.98012,Private room,68.0,2,149,2024-08-31,3.96,2,230,50,0363FA5AF913A1FD66D6
39085747,Holiday Suite: 2 bedrooms including private shower,299566086,Mike,,Geuzenveld - Slotermeer,52.38132,4.80623,Private room,96.0,1,162,2024-08-20,2.71,1,44,48,0363 34A1 C743 9DF3 F3E9
39543731,J’s Little Inn [Comfort Room] | Near metrostation,205830809,Jason,,Bijlmer-Centrum,52.32560349,4.94585085,Private room,85.0,3,179,2024-09-01,3.19,8,17,63,0363 69CD 97F7 C1AB 682F
39710965,"Private Sweet bedroom near Center,near Metro/train",154433811,Jianrong,,Slotervaart,52.3659782409668,4.839253902435303,Private room,61.0,1,129,2024-09-03,2.19,4,41,89,0363 CE33 EA3C B22E 9328
40543045,"New private room, own bathroom",314064340,Mike,,Oud-Noord,52.383671,4.912778,Private room,100.0,3,100,2024-08-12,1.74,3,16,19,0363E7ECE4D6048C0370
40685816,"Cosy new room, private bathroom",314064340,Mike,,Oud-Noord,52.383671,4.912778,Private room,100.0,3,103,2024-08-27,1.8,3,11,22,0363 E7EC E4D6 048C 0370
42019965,"Modern apartment ✪  1 to 4 guests, ♕King Size Beds",211564566,Jur,,Bijlmer-Centrum,52.31874,4.95478,Private room,99.0,3,116,2024-09-02,2.09,1,331,39,0363 91A7 FE59 03C6 2543
42431101,Subwaystation Park B&B Stand alone. 100% privacy.,67862871,Edward,,Oud-Noord,52.39078,4.92556,Private room,92.0,2,126,2024-08-31,3.51,1,219,45,0363 860A D8CC 374C 517E
42482504,Spacious room with private bathroom Rai +Centre,309463479,Peter,,De Pijp - Rivierenbuurt,52.34069,4.90603,Private room,97.0,1,160,2024-08-04,3.14,3,243,22,0363 6DE4 ED13 8D96 47CF
43043107,Single Studio with Street Art in Amsterdam,342059962,David,,Geuzenveld - Slotermeer,52.38457,4.83319,Private room,96.0,1,18,2024-08-01,0.36,9,319,5,Exempt
43282992,Bedroom with en-suite bathroom on own floor,64761891,Lisa,,Bijlmer-Oost,52.31458,4.98477,Private room,76.0,1,237,2024-09-04,6.44,2,79,72,0363 F12E F397 D6E0 9880
44043348,Nice room in beautifull appartment!!,352315775,Rens,,Osdorp,52.35427,4.7986,Private room,79.0,2,41,2023-01-27,0.81,1,247,0,0363 B10D CBF3 352E 9FAC
44410212,Comfort stay Amsterdam - own room with bathroom,30592168,Barend,,Watergraafsmeer,52.33784,4.92086,Private room,95.0,2,1,2023-10-20,0.09,1,3,1,0363 6BD3 D7E4 D363 7C39
44573658,Bright Room with Balcony (organic bed COCO-MAT),9048125,Genevieve,,Buitenveldert - Zuidas,52.32322,4.88,Private room,98.0,3,78,2024-08-19,1.63,2,34,39,0363 59C0 1368 8439 4371
44586588,Green Alley Studio,360836606,Tijl & Roos,,Centrum-West,52.37733,4.89477,Private room,97.0,2,49,2024-08-19,1.0,1,342,10,0363 AC51 E579 5034 F0AF
44695126,Yucca Studio,222345159,Marco,,Centrum-West,52.37783,4.89633,Private room,55.0,2,66,2024-08-19,1.38,2,345,25,0363 A92C 7C23 2E55 4BBF
44733441,Daisy Studio,222345159,Marco,,Centrum-West,52.37792,4.89669,Private room,55.0,2,8,2023-01-03,0.17,2,348,0,0363 A92C 7C23 2E55 4BBF
45615193,Hotel Not Hotel Amsterdam: Crisis Free Zone,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,52.3673,4.85959,Private room,100.0,1,46,2024-07-02,1.2,19,335,14,Exempt
46346561,Spui's the Limit,375106479,Jessica,,Centrum-West,52.37043,4.8902,Private room,48.0,2,24,2024-08-16,0.71,1,344,10,0363 215E 7869 8A01 5579
46348037,Rembrandt Studio One,375118891,Anouk,,Centrum-West,52.36722,4.89531,Private room,51.0,2,46,2024-08-14,1.15,2,350,9,0363 3F3C EAA1 0BE9 138B
46348181,Rembrandt Studio Two,375118891,Anouk,,Centrum-West,52.36729,4.8939,Private room,51.0,2,76,2024-07-12,1.95,2,347,15,0363 3F3C EAA1 0BE9 138B
47434446,Private room with extra bunk bed & desk,711896,Ilma Yoga House,,Gaasperdam - Driemond,52.30463790893555,4.9787278175354,Private room,69.0,2,41,2024-08-17,2.34,1,35,5,0363D97D489E918ECE61
48225779,Private room in the heart of the city,33601072,Hazal,,Centrum-West,52.36839,4.87991,Private room,91.0,2,7,2024-08-20,0.17,1,37,2,03633C73F8930CA8D532
48305619,Room Aldo (Not for parties),176320082,Lucio,,Centrum-Oost,52.37114,4.90139,Private room,67.0,1,382,2024-09-03,9.32,6,341,113,0363 C0FE 11F9 705B B581
48697718,Large private room + direct tram to center,3902805,Marlen,,Osdorp,52.362003,4.797712,Private room,85.0,3,69,2024-08-31,2.51,1,42,26,0363 42C1 48C4 8705 C7C9
49085366,Kloveniers Studio,395882585,Lucas,,Centrum-West,52.3722,4.89926,Private room,55.0,2,32,2024-07-12,0.84,1,339,2,0363 B62C 0694 FC6B 277F
49833727,"Bed & Beach A’dam, private bathroom + Free Parking",10657186,Annika,,IJburg - Zeeburgereiland,52.35145,5.01478,Private room,94.0,2,82,2024-07-31,2.06,1,18,34,0363 6E72 B44F B7F7 DD16
49927889,"Vivian’s bed and breakfast, the great place to be",488009,Vivian,,Buitenveldert - Zuidas,52.33193,4.87475,Private room,79.0,2,118,2024-08-11,3.02,2,337,42,0363 707F 46F6 0246 4CB8
50383849,Citiez Hotel Amsterdam: Small Double Room,407017762,Jean Paul,,Osdorp,52.35831,4.80335,Private room,91.0,1,4130,2024-09-02,106.08,5,356,914,Exempt
50451988,Citiez Hotel Amsterdam: Cozy Queen Room,407017762,Jean Paul,,Osdorp,52.36023,4.80476,Private room,89.0,1,610,2024-08-25,15.6,5,247,55,Exempt
50452179,Citiez Hotel Amsterdam: Urban Twin Room,407017762,Jean Paul,,Osdorp,52.36008,4.80485,Private room,99.0,1,1376,2024-09-02,35.31,5,355,451,Exempt
50511985,Private room in quiet parkside neighborhood.,246774784,Jaap,,Geuzenveld - Slotermeer,52.37389,4.82157,Private room,99.0,3,79,2024-08-26,2.17,2,122,21,0363 88BA 8F8A 1262 7187
50544630,Comfortable room in quiet parkside neighborhood,246774784,Jaap,,Geuzenveld - Slotermeer,52.37554,4.82136,Private room,99.0,3,77,2024-08-04,2.09,2,121,24,0363 88BA 8F8A 1262 7187
50829714,Private Room in Amsterdam East,62643050,Daniel,,Watergraafsmeer,52.35511,4.93064,Private room,84.0,3,53,2024-08-12,2.17,3,22,26,0363 DED9 EA2A 7574 D14A
51144055,Private studio in Jordaan area  for 1-3 persons,64281686,Elske,,Centrum-West,52.37941,4.88221,Private room,89.0,3,120,2024-09-02,3.16,1,62,40,0363 5174 1168 9A4B 51F1
51302114,"Madīnat al-zahrā
Private room - Free parking",415463613,Patricia,,Gaasperdam - Driemond,52.30342,4.96759,Private room,61.0,1,224,2024-08-30,6.03,1,288,96,03639D606B977D7570F8
51316529,Maxim’s,133920484,Kai,,Watergraafsmeer,52.35311,4.94076,Private room,65.0,2,44,2022-08-14,1.17,1,307,0,0363 A1BD 1239 89CB A2C9
51397985,Modern appartement in 'de Pijp' with balcony,416261235,Rowan,,De Pijp - Rivierenbuurt,52.35057,4.90723,Entire home/apt,67.0,2,10,2024-04-14,0.36,1,16,1,0363 36A6 9714 65D0 8FD3
53911469,Lovely Private Bedroom with Balcony,1492408,Cherry,,Geuzenveld - Slotermeer,52.38294,4.83544,Private room,100.0,1,98,2024-08-16,3.24,1,347,24,0363 70B6 D8D9 DDA4 FDDD
548208029251203092,Room Michelle (not for parties),176320082,Lucio,,Centrum-Oost,52.3644,4.88437,Private room,78.0,1,251,2024-09-03,8.01,6,354,85,0363 3BB8 4370 E78F F4E3
567991562823480190,Modern apartment - 10 min city center,15218986,Marijn,,Noord-Oost,52.39717,4.9337,Entire home/apt,94.0,1,41,2024-08-15,1.35,2,9,29,0774GH752M76B3E123PL
575083882544272867,Cozy room 10 min to City Center,151414609,M,,Bijlmer-Centrum,52.32465,4.9471,Private room,85.0,2,215,2024-09-02,7.2,2,271,84,0363 2901 D451 46F4 163B
599095640730147281,! Lovely Room in best part of Amsterdam Zuid,9435259,Thierry,,Zuid,52.34316,4.86215,Private room,64.0,3,18,2024-08-05,0.62,6,276,10,0363 4B79 7085 2881 5E34
606427189986295048,Room Aris (not for parties),176320082,Lucio,,Centrum-Oost,52.3728,4.90105,Private room,74.0,1,122,2024-09-01,4.22,6,346,60,0363 C0FE 11F9 705B B581
612900007919508138,"#Amsterdam #Schiphol Airport
# Private Room",10078997,Gina,,De Aker - Nieuw Sloten,52.344265,4.808304,Entire home/apt,90.0,1,158,2024-08-16,5.51,1,1,59,0363 3495 9294 8E96 B847
628212984717066951,Appartement in Amsterdam-west met groot dakterras,49485203,Maud,,De Baarsjes - Oud-West,52.373688,4.862208,Entire home/apt,100.0,3,1,2022-05-29,0.04,1,283,0,0363 FE14 60F5 0D10 D9C5
640979169940307267,Raam Studio 2,462327192,Daniel,,Centrum-West,52.3665,4.88182,Private room,52.0,2,93,2024-07-29,3.51,2,355,36,0363 466B BB77 062E 9C44
644626724949405237,Lovely bedroom with nice balcony & green view!,20052140,Amir,,Osdorp,52.35745,4.81403,Private room,93.0,3,77,2024-08-28,2.85,1,168,35,0363 85F7 0B1A 065B EBCF
672305056360128105,Neat & Clean room next to metro & supermarkets,469792372,G,,Gaasperdam - Driemond,52.2936324427621,4.972650191301347,Private room,71.0,2,91,2024-08-25,4.88,1,148,51,0363 299F 0BE7 8332 8B22
680955535725338595,! Fantastic Private Room Ams Zuid shared Bath.,9435259,Thierry,,Zuid,52.34318,4.86232,Private room,70.0,3,45,2024-06-24,1.89,6,147,21,0363 40B7 B08A C3C6 B53B
694903860318245835,Bohemian styled private room,475324253,Guido & Britt,,De Pijp - Rivierenbuurt,52.35295,4.89805,Private room,95.0,1,23,2024-06-13,0.95,1,330,11,0363 F955 6BC6 4E34 6E61
713596386002986711,Bright room with kitchen,43205836,Francois,,Slotervaart,52.359678,4.824758699999999,Private room,98.0,3,42,2024-06-26,1.79,1,34,19,0363 8C9C D5D2 475A F183
727328895429365423,Room Joni (not for parties),176320082,Lucio,,Centrum-Oost,52.37107,4.90084,Private room,74.0,1,192,2024-08-29,8.83,6,341,104,0363 3CF1 2A67 5294 3B91
731446379823943669,"Romantic room, bathroom en suite. City ring+RAI",309463479,Peter,,De Pijp - Rivierenbuurt,52.344,4.90695,Private room,98.0,1,72,2024-08-25,3.29,3,233,32,03636DE4ED138D9647CF
745228513898329101,Lovely private bedroom in Amsterdam East!,33735839,Thomas,,Oud-Oost,52.35691797537645,4.922333090451809,Private room,99.0,1,79,2024-08-24,3.83,1,165,39,0363 1194 BF4E 9F49 9D5E
753474881065044396,A'dam (1) Twiske  prive kamer- (incl 2 fietsen),159108573,Gert,,Noord-West,52.4212059,4.8994909,Private room,75.0,3,52,2024-07-14,2.43,3,52,32,0363 7A21 D26B 8AD8 1AEE
781087331725939569,Private room in Amsterdam,491300798,Artur,,Slotervaart,52.36361,4.84114,Private room,78.0,2,110,2024-09-01,5.37,1,14,61,0363 9797 45B0 8FE4 AFFA
792164083412263308,Van Gogh room,68424536,Ike,,Noord-Oost,52.395086193334734,4.932743616741934,Private room,73.0,1,17,2024-08-29,0.83,1,25,13,0363 847B D24F 7B1C 0DA4
797010394364763532,Peaceful single bed room for a good rest,189021572,Prakash,,Gaasperdam - Driemond,52.29949602486114,4.977332353591919,Private room,44.0,2,13,2024-08-05,0.66,2,59,1,0363 F386 56B7 D169 3222
797927009204773683,Luxury private room with own bath & kitchenette,64761891,Lisa,,Bijlmer-Oost,52.31689025508511,4.985666725866476,Entire home/apt,93.0,1,77,2024-08-27,4.52,2,90,43,0363 F12E F397 D6E0 9880
845582865704770270,Canal house in the centre of Amsterdam,68884555,Xarisha,,Centrum-West,52.3755038,4.8828602,Private room,96.0,1,120,2024-08-11,6.86,2,158,68,0363 EC9A BAEC 7B1B 5A16
857790755437714722,Cosy well located apartment,26543988,Nick,,Westerpark,52.37335479999999,4.8703391,Entire home/apt,93.0,1,20,2024-06-23,1.3,1,16,10,0363 81FC 9C9B 27B7 291F
857912232244819865,City centre renovated apartment,68884555,Xarisha,,Centrum-West,52.3755038,4.8828602,Private room,91.0,1,119,2024-08-12,6.92,2,166,68,0363 EC9A BAEC 7B1B 5A16
867055886124468436,Beautiful houseboat in the city center,365865331,Ton,,Centrum-West,52.38335315574046,4.894940921869551,Entire home/apt,85.0,3,63,2024-08-16,3.81,6,42,36,Exempt
876557023728865533,"Knus huisje met tuin, vlakbij centrum.",36553452,Anna,,Oud-Noord,52.39223807149519,4.908839658026092,Entire home/apt,50.0,1,13,2024-07-07,0.93,1,152,10,0363 51DD D0DD 19FF 3C4E
881989270845236373,Room near Ziggo Dome / Bijlmer ArenA.,60888730,Kélian,,Bijlmer-Oost,52.32181381449356,4.97632500793459,Private room,100.0,2,10,2024-08-26,0.65,1,15,8,0363 0BF5 07FD BA0D 959F
901908430110176730,"Great location in Amsterdam, pretty and quiet room",517099042,Malachi,,Noord-West,52.40375723602804,4.916889059524552,Private room,95.0,2,14,2024-08-26,1.06,1,269,11,0363 E704 AC42 64EC 2AC2
903478087236866407,B&B House of Straw Amsterdam Room 1,517505198,Merel,,IJburg - Zeeburgereiland,52.361995592870585,4.977770715344256,Private room,100.0,1,42,2024-08-10,2.76,2,319,35,0363 AE6F 8A6A 96B2 ED52
908342188350817881,Happy peaceful stay in Amsterdam,103205230,Maria Caterin,,Gaasperdam - Driemond,52.29189,4.97302,Private room,75.0,2,57,2024-08-31,4.16,1,182,44,036360853BF0D7B4449A
908935734004733435,Lovely bedroom available in AMS,486429198,David,,Geuzenveld - Slotermeer,52.38276,4.79601,Private room,87.0,1,21,2024-09-05,1.51,2,256,15,0363 788C D1BC F52E 89E8
912070346204926147,Luxury Hôtel room in Amsterdam!,31093577,Martine,,Gaasperdam - Driemond,52.29949560000001,4.996432599999999,Private room,95.0,2,35,2024-07-06,2.43,3,58,23,0363 4793 1F1D 2BA9 3793
914210382987245677,105 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,1,2023-08-28,0.08,10,207,0,Exempt
915003030359481568,107 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,11,2024-03-09,0.78,10,207,5,Exempt
915004101944128782,106 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,1,2023-07-02,0.07,10,208,0,Exempt
915004744396875998,101 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,2,2024-03-07,0.16,10,207,1,Exempt
920841617454201090,cozy piano room Amsterdam,222617220,Zihan,,De Pijp - Rivierenbuurt,52.34589997523078,4.904609757672107,Private room,69.0,2,11,2024-08-19,6.47,1,9,11,0363 F088 A1C0 DA59 3D11
923688614069679644,113 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,3,2023-11-15,0.28,10,31,3,Exempt
923694614468536331,114 Hotel Jansen Bajeskwartier,121291199,Robin,,Watergraafsmeer,52.3399542,4.9241543,Private room,85.0,1,0,,,10,56,0,Exempt
923996517608549659,Nearby Amsterdam center by metro,186742297,K,,Bijlmer-Centrum,52.31822786326197,4.942896165081785,Private room,90.0,2,83,2024-09-04,5.82,2,163,67,0363 41E9 5683 5B5E 2E60
929729199930101315,Cosy private room in Amsterdam,186742297,K,,Bijlmer-Centrum,52.3189755,4.9425743,Private room,84.0,2,107,2024-08-20,7.57,2,153,86,0363 41E9 5683 5B5E 2E60
942584521734139907,Cozy chamber + free bike (& also free parking!),689016,Cindy,,Noord-West,52.4109302382283,4.888848557951639,Private room,96.0,1,16,2024-08-29,1.2,1,46,13,0363 44B5 2CC4 B9DE 5B50
948408722176422557,"Cozy Private Apartment | Central, near city sights",115625728,Gydo,,Westerpark,52.373562722936285,4.870498730734103,Entire home/apt,100.0,2,9,2024-06-23,0.7,1,119,6,0363 E6E7 8C19 A935 A9D9
949085857017071799,Great stay in the best area!,10726948,Sarah,,De Pijp - Rivierenbuurt,52.34780140290147,4.909787663680442,Private room,90.0,1,15,2023-12-03,1.15,1,230,11,0363 6B79 C8F1 1082 5529
953285827967297295,Amsterdam oost Privat room,10697763,Gianna,,Oostelijk Havengebied - Indische Buurt,52.363067656240304,4.936702464736759,Private room,95.0,2,20,2024-08-18,2.26,1,246,20,0363 255F DB0A 53BF D616
966404132053834573,Huge private room in renovated apartment.,533834830,Stephanie,,Buitenveldert - Zuidas,52.3274693,4.8821831,Private room,75.0,1,22,2024-07-05,2.65,1,248,22,0363 2270 8361 C283 0887
973682539348906142,Spacious room in shared apartment,253596222,Rick,,De Baarsjes - Oud-West,52.37000938408615,4.852729055455811,Private room,64.0,3,25,2024-08-16,2.14,2,256,25,0363 8644 8411 8BDC FC53
973767578348559843,Cute room in shared apartment,253596222,Rick,,De Baarsjes - Oud-West,52.37177,4.85394,Private room,64.0,3,16,2024-08-11,1.5,2,253,16,0363 8644 8411 8BDC FC53
974525394495410987,Sweet room in shared apartment,139075883,Woen Yi Jira,,De Baarsjes - Oud-West,52.37218,4.85242,Private room,69.0,3,22,2024-08-17,1.9,2,256,22,0363 CA44 56DC 6CA3 2ED1
983209821494996087,Big room in renovated apartment,412516008,Federico,,De Baarsjes - Oud-West,52.370064775203176,4.853586680553154,Private room,66.0,3,25,2024-08-19,2.5,2,250,25,0363 9F4A B290 ADC1 0033
983231456375509957,Ruime kamer met 1 bed en 1 bank,20647485,Margot,,De Aker - Nieuw Sloten,52.3503451,4.7872936,Private room,85.0,3,23,2024-08-11,2.0,2,23,23,0363 9561 AD3B 7F43 BDFF
1004933042839909422,Luxury bathroom free parking 15 min to city center,533813955,Valentijn,,Bijlmer-Oost,52.32700825441017,4.980292552149239,Private room,70.0,2,44,2024-08-30,4.31,3,18,44,Exempt
1013723989389123530,Neat & cozy room in great house!,536111625,Willemijn,,Oud-Noord,52.38348,4.91405,Private room,75.0,1,4,2023-12-17,0.42,1,2,4,0363 9FC4 76CE E7AC 435A
1015342164585958205,New private bathroom and garden 15 min city center,533813955,Valentijn,,Bijlmer-Oost,52.32526037594411,4.980813081565871,Private room,62.0,2,31,2024-09-05,3.43,3,14,31,Exempt
1018594977888575386,Tiny room in stylish apartment,225780606,Stef,,De Baarsjes - Oud-West,52.37139116365684,4.852178416446451,Private room,74.0,3,24,2024-08-12,2.39,2,256,24,0363DEE5DDC921D1886B
1038293751001867529,Gezellige Kamer aan park,169915566,Wim,,Bos en Lommer,52.3817211469165,4.851660132408142,Private room,95.0,3,12,2024-08-25,1.46,1,35,12,0363 FCBB A907 4C79 30C1
1039828186305222073,Luxury private bathroom garden 15 min city center,533813955,Valentijn,,Bijlmer-Oost,52.32737,4.98084,Private room,61.0,2,27,2024-09-05,3.99,3,0,27,Exempt
1050109192653551010,Room near city centre,421225352,Geoffrey,,Watergraafsmeer,52.341372271658365,4.923973479867963,Private room,80.0,2,2,2024-08-25,2.0,1,57,2,TGEV 3857 HB53 KL14 L0W8
1052725228900518539,Amsterdam Oasis Hideaway,552247318,B,,Bijlmer-Oost,52.3162749,4.9870736,Private room,84.0,2,34,2024-08-27,4.2,1,162,34,036349894E751AE6440C
1052883181853088810,Entire studio on super spot. Mid/long stay avail,5679723,Marius,,De Baarsjes - Oud-West,52.36322027329333,4.862075755757174,Entire home/apt,91.0,1,12,2024-08-20,2.17,1,29,12,0363 1C94 42BB 3A3F C8E9
1060775535115363957,Stylish private studio Waterside Bikes & Parking,2695462,Ragna,,Noord-West,52.4202413,4.895193799999999,Private room,92.0,2,18,2024-08-18,3.58,1,64,18,0363 91E0 5CDA A19A C40F
1063168364900026280,Amsterdam,554904796,Marek,,Noord-West,52.4173127,4.8890673,Private room,70.0,1,0,,,1,266,0,0363 8864 103C 8E93 435C
1065103079531908477,Cosy room in Amsterdam Noord,2377188,Maja,,Oud-Noord,52.39031,4.94199,Private room,75.0,2,8,2024-08-10,1.09,2,39,8,0363 9C2D 4319 D3EF CD61
1074389223466445272,Room Nicole (not for parties),556401137,Enrico,,Centrum-Oost,52.3649,4.88605,Private room,65.0,1,13,2024-08-26,2.02,2,343,13,0363 3BB8 4370 E78F F4E3
1074395966674587761,"Room Charlotte, not for parties",556401137,Enrico,,Centrum-Oost,52.36312,4.88606,Private room,59.0,1,10,2024-08-27,1.5,2,350,10,0363 17C4 FB83 710F 42DD
1080400371674885906,Comfy Double Room 500m from Amsterdam Arena,559442731,EasyHotel Amsterdam Arena Boulevard,,Bijlmer-Centrum,52.31332,4.9441746,Private room,84.0,1,53,2024-08-14,12.42,5,86,53,Exempt
1080400391115118344,Superior Double 500m from Amsterdam Arena,559442731,EasyHotel Amsterdam Arena Boulevard,,Bijlmer-Centrum,52.31332,4.9441746,Private room,84.0,1,12,2024-08-21,2.79,5,85,12,Exempt
1080404233704746629,"Twin beds, AC, en suite bath & freebie WiFi",559444009,EasyHotel Amsterdam City Center,,De Pijp - Rivierenbuurt,52.3522437,4.8916619,Private room,91.0,1,195,2024-08-22,39.53,6,109,195,Exempt
1080404315599095169,Well-connected via bus and tram,559444009,EasyHotel Amsterdam City Center,,De Pijp - Rivierenbuurt,52.3522437,4.8916619,Private room,91.0,1,119,2024-08-18,26.06,6,109,119,Exempt
1080404361174435888,Spot-on location near the Van Gogh Museum,559444009,EasyHotel Amsterdam City Center,,De Pijp - Rivierenbuurt,52.3522437,4.8916619,Private room,100.0,1,35,2024-08-22,7.72,6,94,35,Exempt
1084653678692815368,Manu & Jilly bnb media,515140022,Jiliane,,Noord-Oost,52.40549,4.9327,Private room,84.0,1,56,2024-08-30,8.04,2,201,56,0363045D477D0E6DC480
1086180419790029358,Bright room in Amsterdam-East,560847464,Branislav,,Oostelijk Havengebied - Indische Buurt,52.36629,4.93677,Private room,77.0,1,33,2024-08-08,5.53,4,69,33,Exempt
1087470709472053994,Little room for 1 person,412516008,Federico,,De Baarsjes - Oud-West,52.3710817,4.8533215,Private room,66.0,3,17,2024-08-13,2.55,2,258,17,0363 9F4A B290 ADC1 0033
1087603217418531397,Bright room for families and friends in A'dam 1,560847464,Branislav,,Oostelijk Havengebied - Indische Buurt,52.36429,4.93604,Private room,82.0,1,33,2024-08-25,5.47,4,111,33,Exempt
1092571777949392902,Bright Room for families and friends in A'dam 2,560847464,Branislav,,Oostelijk Havengebied - Indische Buurt,52.36413531619252,4.936108980327076,Private room,81.0,1,25,2024-09-03,4.12,4,94,25,Exempt
1096371541724680209,"Room Aris, not for parties",563201403,Lucio,,Centrum-Oost,52.37142505607845,4.902977775956506,Private room,76.0,1,24,2024-07-31,4.07,3,346,24,0363 C0FE 11F9 705B B581
1099869497383990353,"Room Joni, 
not for parties",563201403,Lucio,,Centrum-Oost,52.37162042753359,4.901179500327168,Private room,88.0,1,14,2024-08-01,2.36,3,340,14,0363 3CF1 2A67 5294 3B91
1100480287331600583,"Room Aldo, not for parties",563201403,Lucio,,Centrum-Oost,52.37333824701452,4.901580064171368,Private room,82.0,1,12,2024-08-20,2.06,3,341,12,0363 C0FE 11F9 705B B581
1104867739631955323,Privékamer in Amsterdam,143860049,Marissa,,Westerpark,52.3892436,4.8870593,Private room,75.0,1,17,2024-08-12,3.57,1,16,17,0363 D7B2 655A E40D 59F1
1130906891787023511,Cosy double 500m from Amsterdam Arena,559442731,EasyHotel Amsterdam Arena Boulevard,,Bijlmer-Centrum,52.31332,4.9441746,Private room,79.0,1,56,2024-08-22,14.87,5,81,56,Exempt
1135986359066782391,"2 bedroom stay,  Central location!",572578496,Jelte,,Centrum-Oost,52.36295,4.904923,Private room,11.0,1,10,2024-08-17,2.97,1,0,10,0363 12DD 0E37 FB27 BE5E
1136142025367725825,Compacte kamer met privé badkamer/ingang Amsterdam,572614539,Natasha,,Noord-West,52.40739081605969,4.899138750833308,Private room,100.0,2,2,2024-08-27,2.0,1,46,2,0363893181FEB68EAC52
1136864901944268028,A'dam (2) privat room near Twiske (incl 2 fietsen),159108573,Gert,,Noord-West,52.421073886358165,4.89981679629516,Private room,65.0,3,5,2024-08-25,1.21,3,30,5,0363 7A21 D26B 8AD8 1AEE
1136995645703341746,Lovely small appartement ‘Pijp’,286058994,Faber,,De Pijp - Rivierenbuurt,52.35355,4.90733,Private room,94.0,2,14,2024-09-04,4.2,1,131,14,0363 B815 5FC4 C91E F96C
1138144908016346803,Stroopwafel house,25704451,Anniek,,Bos en Lommer,52.37866800653274,4.84832782723427,Entire home/apt,100.0,2,3,2024-08-20,1.23,1,22,3,0363 EEF5 FFE1 366F 54EE
