id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1138367428464389905,Simple room 3 persons shared app,508078823,Gerome,,De Baarsjes - Oud-West,52.371056293789024,4.853007484220528,Private room,69.0,3,2,2024-06-02,0.48,1,263,2,0363 C06C E254 7175 D251
1154209199531256834,Edge of Amsterdam near farm area,31586636,Daily,,Noord-Oost,52.39566431452389,4.952094929200674,Private room,95.0,1,6,2024-08-09,1.73,2,66,6,0363 EBD6 AE1F 5251 9739
1157964705984188389,Central Luxury Apartment,198469799,Sammie,,Zuid,52.35318078866667,4.885913793341223,Entire home/apt,100.0,1,8,2024-08-25,3.12,2,214,8,0363A27A90E5EDF39328
1168641952556673138,Stay comfy,189740915,Marco,,Oud-Oost,52.36295,4.92777,Private room,97.0,1,8,2024-09-01,3.64,1,56,8,0363 0FE3 490C BC93 95D1
1173085144414756833,Druïde Cabin with real tree,581877365,Iris,,Watergraafsmeer,52.35291805888714,4.933401122689247,Private room,98.0,2,6,2024-08-25,2.86,1,66,6,0344E57062D175408762
1179524760701776264,Private room 3 persons shared ap,139075883,Woen Yi Jira,,De Baarsjes - Oud-West,52.3704,4.85229,Private room,82.0,3,4,2024-08-18,1.71,2,353,4,0363 CA44 56DC 6CA3 2ED1
1180354236976976471,studio imber,64738992,Pim,,De Aker - Nieuw Sloten,52.34617373247848,4.789446492660081,Entire home/apt,100.0,2,16,2024-09-04,6.4,1,225,16,0363BB28BBB774D35B4B
1184932426717764480,Cosy room in Amsterdam Oost,385712818,Melanie,,Oud-Oost,52.3540501818718,4.924790997771682,Private room,75.0,2,0,,,1,333,0,0363 8BB1 2667 AE1C 9010
1186108623723057069,Moderne flat in Amsterdam-West,145508536,Joëlle,,Bos en Lommer,52.37577758995627,4.837445116918957,Entire home/apt,80.0,3,1,2024-08-02,0.86,1,19,1,0363 9F81 676A E258 D3B2
1192002054772284553,Choose your suitable place,566735219,Yazan,,Centrum-Oost,52.370957922057485,4.917154312133789,Entire home/apt,80.0,1,0,,,1,355,0,Exempt
1192864563169625427,Boutique Amsterdam Room,286014437,Janne,,Oud-Oost,52.3588984,4.9137891,Private room,100.0,2,2,2024-09-01,2.0,1,199,2,0363 F40A 57F5 F00D 1901
1197167550629796508,Room in Amsterdam Apartment,109660108,Luciana,,Slotervaart,52.3637684,4.8382428,Private room,100.0,2,1,2024-08-25,1.0,1,109,1,0363 0207 0793 EB69 8CB9
1202094071344574920,Bright room for families and friends in A'dam 3,560847464,Branislav,,Oostelijk Havengebied - Indische Buurt,52.36647,4.93579,Private room,87.0,1,3,2024-08-26,1.84,4,39,3,Exempt
1206323394243227856,Raam Studio 1,462327192,Daniel,,Centrum-West,52.366866271419305,4.879606972351119,Private room,52.0,1,4,2024-08-31,2.93,2,351,4,0363466BBB77062E9C44
1207146045218109185,Very tiny cute room,225780606,Stef,,De Baarsjes - Oud-West,52.37211999721568,4.852191260495829,Private room,74.0,1,4,2024-08-17,3.24,2,357,4,0363DEE5DDC921D1886B
1210717955077444787,Sunny flat in Amsterdam | Catlovers | only family,3093749,Marjet,,De Baarsjes - Oud-West,52.36576707681026,4.876192286610603,Entire home/apt,89.0,1,2,2024-08-22,2.0,1,5,2,0363 098B CC85 A138 595B
1213012135278922287,Tiny room in cute appartement,8571784,Enneke,,De Baarsjes - Oud-West,52.37165,4.85302,Private room,65.0,3,1,2024-08-25,1.0,1,342,1,0363 F1F1 6BDE F3F5 4B52
1221481496264005787,Best,595668531,Sandra,,Westerpark,52.38632137146287,4.876289058175411,Entire home/apt,75.0,1,0,,,1,335,0,Exempt
1225151861719369775,Independent studio by Vondelpark,44551731,Rocio De Los Milagros,,Zuid,52.35204668160616,4.850609041750431,Private room,60.0,3,0,,,1,270,0,Exempt
1227519933159014616,Charming room near Metro/train,154433811,Jianrong,,Slotervaart,52.3660232,4.8392684,Private room,63.0,1,4,2024-09-05,4.0,4,62,4,0363 CE33 EA3C B22E 9328
1233154201392001819,Cozy Room in Heart of Amsterdam,99475417,Chanelle,,De Baarsjes - Oud-West,52.37263309999999,4.8571087,Private room,98.0,1,0,,,1,276,0,0363 74D3 E86C 9DD8 731F
1236767972591024573,Walk (or bike!) the local area or Sarphatipark,559444009,EasyHotel Amsterdam City Center,,De Pijp - Rivierenbuurt,52.3522437,4.8916619,Private room,87.0,1,0,,,6,96,0,Exempt
